index,country,WHO region,continent,COVID cases/100k,deaths_per_100k,gov_type,capital city latitude,capital city latitude raw,GDP real growth rate,unemployment rate,gini index,inflation rate,median age,total fertility rate,life expectancy,HDI index,GDP per capita,happiness score,corruption index(cpi),abstainer(lifetime),abstain_lt_m,abstain_lt_f,abstainer(12 month),abstain_12m_m,abstain_12m_f,consumer(12 month),consumer gender ratio(male/female),consumers_12m_m,consumers_12m_f,heavy episodic drinking(30 days),heavy_12m_m,heavy_12m_f,alcohol attributable death,alc_death_m,alc_death_f,years of life lost by alcohol,alcohol consumption,alc_csm_m,alc_csm_f,alcohol consumption(drinkers only),alc_csm_dr_m,alc_csm_dr_f,gender gap index,ggi_polit,ggi_econ,ggi_edu,ggi_health,work hours (unpaid+paid+study),upw_f,upw_m,pc_f,pc_m,leis_f,leis_m,oth_time_f,oth_time_m,pws_f,pws_m,health
100,Liechtenstein,Europe,Europe,54029.989,221.953,hereditary constitutional monarchy,47.13333333,47 08 N,1.8,2.4,NaN,-0.4,43.4,1.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#DIV/0!,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
106,Maldives,South-East Asia,Asia,34339.11,57.535,republic,4.166666667,4 10 N,4.8,2.9,38.4,2.3,28.6,1.72,79,0.734,9820,NaN,NaN,85.8,78.3,93.1,92.1,87.9,96.1,7.9,3.102564103,12.1,3.9,0.3,0.7,0,1.7,2.4,0.6,1,2.2,3.5,0.5,26.9,31.9,11.7,0.645,0.121,0.511,0.992,0.9555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
112,Micronesia (Federated States of),Western Pacific,NaN,19157.038,50.425,constitutional government,6.916666667,6 55 N,2,16.2,61.1,0.5,25.5,2.37,NaN,NaN,NaN,NaN,NaN,64.7,51.4,78.5,84.8,78,91.9,15.2,2.716049383,22,8.1,9.3,15.5,2.9,2.4,3.6,1.1,2,2.5,4.1,0.8,14.4,17.3,6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
113,Monaco,Europe,Europe,39348.69,165.63,constitutional monarchy,43.73333333,43 44 N,5.4,2,NaN,1.5,53.8,1.54,NaN,NaN,NaN,NaN,NaN,.,.,.,NaN,NaN,NaN,.,#VALUE!,.,.,.,.,.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
117,Mozambique,Africa,Africa,737.868,7.122,republic,25.95,25 57 S,3.7,24.5,45.6,15.3,17.3,5.02,57.9,0.452,603,NaN,NaN,66.8,53.1,79.4,79,69.5,87.7,21,2.479674797,30.5,12.3,8.7,15.6,2.4,2.4,3.8,0.8,3,2.3,3.9,0.9,10.9,13.4,5.1,0.755,0.4935,0.6545,0.893,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
119,Namibia,Africa,Africa,6687.735,160.573,republic,22.56666667,22 34 S,-0.8,34,59.7,6.1,21.4,3.21,64.7,0.645,4630,NaN,NaN,54.3,38.9,68.4,69.7,57.6,80.9,30.3,2.219895288,42.4,19.1,17.1,28.9,6.5,6.1,9.5,2.5,5,5.4,9.1,2.1,31.3,39.5,14.7,0.808,0.463,0.7895,0.9995,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
120,Nauru,Western Pacific,NaN,42652.76,9.23,republic,NaN,NaN,4,23,NaN,5.1,26.7,2.76,NaN,NaN,NaN,NaN,NaN,53.7,38.8,68.3,78,68.5,87.2,22,2.4609375,31.5,12.8,14.4,23.6,5.4,NaN,NaN,NaN,NaN,3.7,6.2,1.3,22.5,27.8,10.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
127,Niue,Western Pacific,NaN,7663.782,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.3,26.8,55.4,66.8,54.5,78.9,33.2,2.156398104,45.5,21.1,23.2,36.2,10.4,NaN,NaN,NaN,NaN,10.7,17,4.2,28.1,34.6,12.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
128,North Macedonia,Europe,Europe,16545.709,459.254,parliamentary democracy,42,42 00 N,0,22.4,33.7,1.4,38.2,1.49,74.3,0.77,5170,NaN,NaN,23.1,12.6,33.4,46.3,32.3,60.1,53.7,1.696741855,67.7,39.9,26.5,41.8,11.1,4.3,6.9,1.4,2,6.2,9.9,2.4,13.9,18.5,6.5,0.716,0.289,0.613,0.99,0.972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,Oman,Eastern Mediterranean,Asia,7815.708,90.627,monarchy,23.61666667,23 37 N,-0.9,NaN,NaN,1.6,25.8,2.8,73.6,0.813,15100,NaN,NaN,85.3,81.5,94.2,91.7,89.6,96.7,8.3,3.151515152,10.4,3.3,2.1,2.9,0.3,1.6,2,0.7,1,0.8,1,0.2,9.2,10,3.6,0.6085,0.041,0.4675,0.9635,0.961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
132,Palau,Western Pacific,Asia,31975.459,38.691,constitutional government,7.483333333,7 29 N,-3.7,1.7,NaN,0.9,33.6,1.7,NaN,NaN,NaN,NaN,NaN,.,.,.,NaN,NaN,NaN,.,#VALUE!,.,.,.,.,.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
134,Papua New Guinea,Western Pacific,Oceania,515.769,7.466,constitutional parliamentary democracy,9.45,9 27 S,2.5,2.5,50.9,5.4,23.4,2.97,64.4,0.549,2750,NaN,NaN,67.6,54.8,80.7,86.3,80.1,92.7,13.7,2.726027397,19.9,7.3,7.8,13.2,2.3,2.3,3.5,1,2,1.4,2.3,0.5,7.7,9.2,3.4,0.635,0,0.684,0.895,0.959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
140,Qatar,Eastern Mediterranean,Asia,16605.665,23.776,emirate,25.28333333,25 17 N,1.6,8.9,41.1,0.4,33.4,1.89,76.1,0.845,59800,NaN,NaN,44.9,37.5,68.2,54.4,47.9,74.8,45.6,2.067460317,52.1,25.2,20.5,25.6,4.6,6.9,8.3,1.3,2,1.6,1.9,0.4,5.7,6.2,2.2,0.6205,0.043,0.5015,0.9885,0.9475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,Republic of Korea,Western Pacific,Asia,52855.792,59.502,republic,37.55,37 33 N,3.1,3.7,35.7,1.9,42.3,1.27,82.9,0.914,31000,NaN,NaN,7.1,3.3,10.8,36.1,23,48.8,63.9,1.50390625,77,51.2,33,49.9,15.7,7.6,11.8,2.6,2,9.7,14.7,4.8,15.5,21,7.3,0.688,0.213,0.589,0.9745,0.976,476.187987,215.00894,48.994484,679.87683,675.8324,243.97131,272.44778,31.756468,23.739212,269.38647,418.98608,NaN
146,Saint Kitts and Nevis,Americas,North America,12325.162,86.479,parliamentary democracy,17.3,17 18 N,2.1,4.5,NaN,0,35.5,1.77,NaN,NaN,NaN,NaN,NaN,22.8,12.5,33,45.2,31.4,58.7,54.8,1.661016949,68.6,41.3,28.7,44.7,12.7,NaN,NaN,NaN,NaN,8.9,14.1,4,16.1,21.4,7.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
147,Saint Lucia,Americas,North America,16180.082,222.19,parliamentary democracy,14,14 00 N,3,20,NaN,0.1,35.5,1.74,75.1,0.758,11000,NaN,NaN,26,14.5,36.9,50.3,36.1,63.7,49.7,1.760330579,63.9,36.3,25.4,40.7,10.7,6.3,10,2.1,4,10.6,17.2,4.4,18.9,24.9,8.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148,Saint Vincent and the Grenadines,Americas,North America,8539.751,104.561,parliamentary democracy and a Commonwealth realm,13.13333333,13 08 N,0.7,18.8,NaN,2.2,34.2,1.78,72.8,0.736,7210,NaN,NaN,29,16.9,41.3,53.4,39.7,67.2,46.6,1.838414634,60.3,32.8,22.8,36.6,8.7,4.4,7.2,0.7,3,9.1,14.4,3.7,16.8,21.7,7.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
149,Samoa,Western Pacific,Oceania,8047.315,14.616,parliamentary democracy,13.81666667,13 49 S,2.5,5.2,NaN,1.3,24.8,2.64,70.4,0.709,4300,NaN,NaN,63.1,49.7,77.4,84,77.1,91.5,16,2.694117647,22.9,8.5,9.9,16.1,3.1,2.4,3.4,1.2,1,2.7,4.3,0.9,14.3,17.1,6.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
150,Sao Tome and Principe,Africa,Africa,2864.587,35.134,republic,0.333333333,0 20 N,3.9,12.2,30.8,5.7,18.7,4.11,70.7,0.624,1670,NaN,NaN,60,48,71.8,66,NaN,78.5,34,2.176744186,46.8,21.5,13.9,23.9,4.1,7,10.2,3.2,5,5.9,9.3,2.6,18.9,23.5,8.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
154,Seychelles,Africa,Africa,50909.535,173.874,republic,4.616666667,4 37 S,5.3,3,46.8,2.9,35.8,1.85,NaN,NaN,NaN,NaN,NaN,23.2,12.7,33.8,45.1,31.3,59.1,54.9,1.679706601,68.7,40.9,26,40.8,10.5,8.6,12.8,2.8,4,20.5,32,9.5,21,27.6,9.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159,Solomon Islands,Western Pacific,Oceania,3577.751,22.275,parliamentary democracy,9.433333333,9 26 S,3.5,NaN,NaN,0.5,22.8,3.09,59,0.564,2320,NaN,NaN,97.1,95.5,98.7,86.5,80.3,92.7,0.7,3.666666667,1.1,0.3,7.8,13.2,2.4,2.1,2.9,1.1,2,1.8,3,0.6,9.6,11.5,4.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160,Somalia,Eastern Mediterranean,NaN,171.683,8.563,in the process of building a federal parliamentary republic,2.066666667,2 04 N,2.3,NaN,NaN,1.5,18.2,5.7,NaN,NaN,NaN,NaN,NaN,53.5,38.3,68,99.3,98.9,99.7,31,2.226804124,43.2,19.4,0,0.1,0,0.2,0.3,0.1,1,0,0,0,1.2,1.4,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162,South Sudan,Africa,Africa,163.931,1.233,republic,4.85,04 51 N,-5.2,NaN,46,187.9,18.1,5.34,63,0.429,NaN,NaN,NaN,.,.,.,NaN,53.2,NaN,.,#VALUE!,.,.,.,.,.,3,4.5,1.3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
165,Sudan,Eastern Mediterranean,Africa,145.127,11.38,"federal republic ruled by the National Congress Party (NCP), which seized power by military coup in 1989; the CPA-mandated Government of National Unity",15.6,15 36 N,1.4,19.6,NaN,32.4,17.9,4.85,70.1,0.506,2100,NaN,NaN,95.2,92.7,97.8,97.7,96.6,98.9,2.3,3.090909091,3.4,1.1,0.4,0.7,0.1,0.7,1.1,0.3,1,0.5,0.9,0.1,18,21.2,7.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166,Suriname,Americas,South America,13846.5,237.287,constitutional democracy,5.833333333,5 50 N,1.9,8.9,NaN,22,30.2,1.9,72.6,0.734,9020,NaN,NaN,34.1,20.7,47.4,57.8,44.2,71.3,42.2,1.944250871,55.8,28.7,18.9,31.1,6.5,5,7.7,1.5,4,5.3,8.5,2.2,12.2,15.6,5.6,0.733,0.2525,0.717,0.9925,0.971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
169,Syrian Arab Republic,Eastern Mediterranean,NaN,327.971,18.074,republic under an authoritarian regime,33.5,33 30 N,-36.5,50,NaN,28.1,24.5,2.44,NaN,NaN,NaN,NaN,NaN,97.7,96.2,99.2,98,96.6,99.3,2,4.857142857,3.4,0.7,0,0.1,0,0.1,0.2,0.1,1,0.2,0.4,0.1,25.6,30,11.1,0.568,0.067,0.285,0.953,0.965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
174,Timor-Leste,South-East Asia,Asia,1770.495,10.467,republic,8.583333333,8 35 S,-4.6,4.4,31.9,0.6,19.1,4.67,70.5,0.599,1230,NaN,NaN,58,43.7,72.6,78.4,69.4,87.6,21.6,2.467741935,30.6,12.4,6.5,11.3,1.4,2.9,4.4,0.9,3,2.2,3.4,0.9,9,10.9,4.1,0.725,0.244,0.7225,0.9615,0.9725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
176,Tonga,Western Pacific,Oceania,15310.09,11.353,constitutional monarchy,21.13333333,21 08 S,2.5,1.1,NaN,7.4,23.3,3.03,72.9,0.723,4680,NaN,NaN,66.4,53,79.4,85.8,79.1,92.3,14.2,2.714285714,20.9,7.7,8.5,14.4,2.7,1.7,2.5,0.9,1,0.8,1.3,0.3,9.7,11.8,4.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
177,Trinidad and Tobago,Americas,North America,13236.055,304.826,parliamentary democracy,10.65,10 39 N,-2.6,4.9,NaN,1.9,36.6,1.7,74.8,0.795,16500,NaN,NaN,20.5,10.8,29.7,41.3,27.5,54.4,58.7,1.589912281,72.5,45.6,31,47.8,14.5,4.8,8.6,0.2,4,6.7,10.6,3,14,18.8,6.6,0.749,0.319,0.703,0.994,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
180,Tuvalu,Western Pacific,NaN,22981.682,0,parliamentary democracy,8.516666667,8 31 S,3.2,NaN,NaN,4.1,26,2.93,NaN,NaN,NaN,NaN,NaN,66.4,53,79.5,85.6,78.9,92.2,14.4,2.705128205,21.1,7.8,8.4,14.2,2.6,NaN,NaN,NaN,NaN,1.5,2.5,0.5,11.1,13.4,4.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
188,Vanuatu,Western Pacific,Oceania,3900.763,4.558,parliamentary republic,17.73333333,17 44 S,4.2,1.7,NaN,3.1,22.3,2.97,65.3,0.603,2860,NaN,NaN,67.6,54.6,80.4,86.4,80.1,92.6,13.6,2.689189189,19.9,7.4,7.9,13.4,2.4,1.8,2.3,1.1,1,2.3,3.7,0.8,6.7,8.1,3,0.6475,0,0.644,0.969,0.9755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
